Loyalty Number,Country,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,Cancellation Month
260622,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,80422,Married,Nova,3409.68,Standard,2012,11,2019,10
692671,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,82518,Married,Nova,3410.2,Standard,2012,12,2016,12
725807,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,112765,Married,Nova,3410.2,Standard,2016,9,2019,11
308991,Canada,Quebec,Montreal,H2T 2J6,Male,High School or Below,45630,Married,Nova,3413.62,Standard,2015,8,2019,11
330365,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,High School or Below,47451,Married,Nova,3413.62,Standard,2014,7,2019,2
873488,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,141450,Divorced,Nova,3417.2,Standard,2012,8,2016,3
126181,Canada,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,84696,Married,Nova,3417.95,Standard,2014,4,2019,6
278898,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,116016,Married,Nova,3419.11,Standard,2017,3,2017,4
597209,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Master,133475,Married,Nova,3420.66,Standard,2013,11,2016,7
560104,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,153761,Single,Nova,3423.82,Standard,2018,5,2019,8
941064,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Doctor,151893,Married,Nova,3423.97,Standard,2013,4,2018,1
347466,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,81297,Single,Nova,3427.15,Standard,2014,1,2017,2
448654,Canada,Yukon,Whitehorse,Y2K 6R0,Male,Bachelor,136968,Single,Nova,3427.15,Standard,2016,12,2019,9
423432,Canada,New Brunswick,Moncton,E1A 2A7,Female,Bachelor,54730,Married,Nova,3430.32,Standard,2016,5,2020,2
936088,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,136665,Married,Star,4198.03,2018 Promotion,2018,2,2019,1
395168,Canada,New Brunswick,Moncton,E1A 2A7,Male,College,103123,Married,Nova,3432.96,Standard,2017,8,2017,10
464799,Canada,Quebec,Tremblant,H5Y 2S9,Female,College,139072,Married,Nova,3432.96,Standard,2017,8,2017,8
901002,Canada,Manitoba,Winnipeg,R2C 0M5,Male,College,94160,Divorced,Star,4540.99,2018 Promotion,2018,2,2017,12
810338,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,123157,Married,Nova,3435.25,Standard,2012,7,2018,11
998192,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,56178,Single,Aurora,4997.78,2018 Promotion,2018,4,2019,9
349001,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,51732,Divorced,Nova,3436.13,Standard,2015,4,2019,1
748649,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,124956,Divorced,Nova,3436.13,Standard,2016,3,2019,9
815248,Canada,Ontario,Toronto,M2P 4F6,Male,Bachelor,111227,Divorced,Nova,3436.13,Standard,2016,9,2019,2
963814,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,68056,Divorced,Nova,3436.13,Standard,2013,11,2019,6
999498,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,142145,Divorced,Nova,3436.13,Standard,2017,2,2016,8
870857,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,146284,Single,Nova,3436.45,Standard,2012,8,2017,12
640588,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,54334,Married,Nova,3438.95,Standard,2017,6,2017,12
310853,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,115316,Married,Nova,3439.09,Standard,2012,7,2020,12
579710,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,57982,Married,Nova,3439.09,Standard,2017,6,2016,12
426533,Canada,Ontario,Ottawa,K1F 2R2,Male,High School or Below,72740,Married,Nova,3443.3,Standard,2017,5,2016,12
309277,Canada,Quebec,Montreal,H4G 3T4,Female,College,146572,Married,Nova,3444.17,Standard,2015,1,2020,9
850092,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,College,91501,Married,Nova,3444.97,Standard,2017,5,2017,10
611046,Canada,Quebec,Quebec City,G1B 3L5,Female,College,67930,Divorced,Nova,3445.86,Standard,2017,10,2016,11
921191,Canada,Nova Scotia,Halifax,B3C 2M8,Female,College,89210,Divorced,Nova,3445.86,Standard,2018,8,2020,8
218277,Canada,Quebec,Montreal,H2T 9K8,Male,High School or Below,109970,Divorced,Nova,3449.49,Standard,2016,5,2017,12
232703,Canada,British Columbia,Whistler,V6T 1Y8,Female,High School or Below,135269,Divorced,Nova,3449.49,Standard,2012,10,2016,9
559261,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,116641,Single,Nova,3450.07,Standard,2017,9,2016,1
987425,Canada,Ontario,London,M5B 3E4,Male,Bachelor,67588,Married,Nova,3450.33,Standard,2014,12,2017,9
553453,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,68207,Divorced,Nova,3451.1,Standard,2014,10,2016,8
738467,Canada,Ontario,Toronto,P1W 1K4,Male,College,135775,Divorced,Nova,3451.1,Standard,2013,11,2018,5
862096,Canada,Ontario,Sudbury,M5V 1G5,Female,Bachelor,123138,Married,Nova,3451.25,Standard,2016,5,2020,4
420738,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,113606,Married,Nova,3452.41,Standard,2013,12,2016,10
106978,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,77926,Divorced,Nova,3455.23,Standard,2012,12,2016,3
985183,Canada,British Columbia,Kelowna,V09 2E9,Male,College,61068,Married,Nova,3457.15,Standard,2014,12,2020,1
224740,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,57195,Married,Nova,3459.04,Standard,2012,9,2017,9
440885,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,79658,Married,Nova,3459.04,Standard,2016,4,2017,3
590246,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,College,58269,Married,Nova,3459.23,Standard,2014,1,2017,1
497030,Canada,British Columbia,Vancouver,V1E 4R6,Female,College,86932,Married,Nova,3460.12,Standard,2014,1,2017,8
519984,Canada,Ontario,Toronto,P1J 8T7,Female,College,58475,Married,Nova,3460.12,Standard,2016,9,2020,1
215751,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Doctor,134276,Married,Nova,3460.67,Standard,2016,2,2017,5
281777,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,105591,Married,Aurora,5638.26,2018 Promotion,2018,4,2019,12
413815,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,143019,Single,Nova,3465.53,Standard,2012,10,2017,8
499658,Canada,British Columbia,Vancouver,V5R 1W3,Female,College,62122,Single,Nova,3467.32,Standard,2016,8,2016,4
213723,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,76018,Married,Nova,3469.84,Standard,2016,5,2019,9
232203,Canada,Saskatchewan,Regina,S1J 3C5,Female,Bachelor,152872,Married,Nova,3470.18,Standard,2016,5,2018,12
663746,Canada,Quebec,Montreal,H2T 9K8,Female,College,47590,Single,Nova,3472.37,Standard,2018,7,2018,8
986143,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,64694,Single,Nova,3472.37,Standard,2012,6,2020,3
764302,Canada,Ontario,Toronto,P2T 6G3,Female,College,57872,Married,Nova,3475.07,Standard,2018,9,2019,10
124536,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,69713,Divorced,Nova,3478.89,Standard,2013,10,2016,7
161574,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,136056,Divorced,Nova,3478.89,Standard,2018,12,2019,3
494899,Canada,Ontario,Toronto,P1J 8T7,Female,College,76754,Single,Nova,3479.14,Standard,2013,7,2020,2
927937,Canada,Manitoba,Winnipeg,R3R 3T4,Female,College,87419,Divorced,Aurora,6466.3,2018 Promotion,2018,4,2020,3
628669,Canada,Nova Scotia,Halifax,B3C 2M8,Female,College,122792,Single,Nova,3482.04,Standard,2012,4,2016,3
979639,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,71762,Married,Nova,3482.69,Standard,2017,5,2018,10
220616,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,136615,Married,Nova,3483.63,Standard,2016,5,2016,10
840038,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,93490,Married,Nova,3483.63,Standard,2013,9,2016,2
986288,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,102152,Divorced,Nova,3484.14,Standard,2015,3,2017,12
264053,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,57177,Single,Nova,3484.25,Standard,2018,12,2019,7
265612,Canada,Quebec,Montreal,H2T 2J6,Male,College,74752,Married,Nova,3489.28,Standard,2013,3,2020,8
638162,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,65854,Divorced,Nova,3490.03,Standard,2012,9,2016,8
379414,Canada,Manitoba,Winnipeg,R6Y 4T5,Female,Bachelor,50698,Married,Aurora,7484.38,2018 Promotion,2018,3,2018,5
208649,Canada,Ontario,Toronto,P2T 6G3,Female,College,84897,Single,Nova,3491.74,Standard,2013,10,2020,9
623861,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,81413,Single,Nova,3491.74,Standard,2015,12,2019,8
481262,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,131858,Single,Nova,3494.15,Standard,2016,3,2016,7
977037,Canada,Ontario,Toronto,M2P 4F6,Female,Bachelor,84573,Single,Nova,3494.15,Standard,2018,5,2018,3
216269,Canada,British Columbia,Vancouver,V5R 1W3,Female,Doctor,151267,Single,Nova,3495.89,Standard,2012,12,2020,10
817158,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,130545,Single,Nova,3498.63,Standard,2014,9,2020,4
937645,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,142806,Single,Nova,3498.63,Standard,2016,5,2019,7
181082,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,116164,Divorced,Nova,3498.77,Standard,2012,4,2017,12
721225,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,149195,Divorced,Nova,3498.77,Standard,2015,10,2018,5
723978,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,62024,Divorced,Nova,3499.14,Standard,2014,12,2016,5
742493,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,56267,Divorced,Nova,3499.14,Standard,2013,11,2017,2
298232,Canada,Ontario,Toronto,P2T 6G3,Female,Doctor,88978,Married,Nova,3499.99,Standard,2017,2,2017,7
348065,Canada,British Columbia,Vancouver,V6E 3D9,Male,Doctor,142145,Married,Nova,3499.99,Standard,2014,3,2019,4
967017,Canada,Alberta,Peace River,T9O 2W2,Female,Bachelor,94649,Married,Nova,3500.45,Standard,2013,6,2018,1
119917,Canada,Ontario,Toronto,P1L 8X8,Male,High School or Below,116669,Married,Nova,3508.57,Standard,2014,5,2018,12
347276,Canada,British Columbia,Whistler,V6T 1Y8,Male,High School or Below,127702,Married,Nova,3508.57,Standard,2013,4,2019,1
456887,Canada,British Columbia,Vancouver,V5R 1W3,Male,High School or Below,90681,Married,Nova,3508.57,Standard,2016,7,2016,5
506372,Canada,Ontario,Toronto,P1J 8T7,Male,High School or Below,71180,Married,Nova,3508.57,Standard,2017,12,2017,9
506749,Canada,Nova Scotia,Halifax,B3J 9S2,Female,High School or Below,96501,Married,Nova,3508.57,Standard,2015,3,2018,1
527773,Canada,Saskatchewan,Regina,S1J 3C5,Female,High School or Below,99126,Married,Nova,3508.57,Standard,2015,11,2019,8
605127,Canada,Quebec,Montreal,H2T 9K8,Female,High School or Below,59714,Married,Nova,3508.57,Standard,2015,8,2020,9
728837,Canada,New Brunswick,Moncton,E1A 2A7,Female,High School or Below,154047,Married,Nova,3508.57,Standard,2015,1,2019,7
877251,Canada,British Columbia,Vancouver,V5R 1W3,Male,High School or Below,78551,Married,Nova,3508.57,Standard,2013,11,2016,7
939074,Canada,British Columbia,Vancouver,V5R 1W3,Male,High School or Below,149006,Married,Nova,3508.57,Standard,2013,10,2019,1
820542,Canada,Ontario,Sudbury,M5V 1G5,Female,Bachelor,155937,Married,Nova,3508.91,Standard,2017,5,2018,4
247247,Canada,Newfoundland,St. John's,A1C 6H9,Female,College,87069,Single,Nova,3508.93,Standard,2014,7,2018,11
276931,Canada,Quebec,Quebec City,G1B 3L5,Female,College,155897,Single,Nova,3508.93,Standard,2015,3,2019,8
434136,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,103373,Single,Nova,3509.97,Standard,2015,8,2018,7
402697,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,109694,Single,Nova,3514.21,Standard,2017,10,2018,11
781970,Canada,Ontario,Toronto,M2Z 4K1,Female,High School or Below,137306,Married,Nova,3515.83,Standard,2017,1,2018,9
223238,Canada,Alberta,Banff,T4V 1D4,Female,Bachelor,105288,Single,Nova,3517.39,Standard,2014,7,2016,7
737474,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,64161,Single,Nova,3517.39,Standard,2013,10,2018,10
540966,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,122203,Single,Nova,3520.7,Standard,2015,2,2019,9
470334,Canada,Quebec,Montreal,H4G 3T4,Female,Doctor,133130,Single,Nova,3527.4,Standard,2014,9,2020,6
247103,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,116399,Married,Nova,3527.85,Standard,2012,6,2016,3
420434,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,151782,Married,Nova,3527.85,Standard,2015,6,2020,4
515579,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,115989,Married,Nova,3528.04,Standard,2014,1,2017,7
523722,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,137660,Married,Nova,3528.04,Standard,2017,7,2017,4
617960,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,109776,Married,Nova,3528.04,Standard,2014,11,2017,9
911372,Canada,Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,71296,Married,Nova,3528.04,Standard,2013,7,2016,9
199021,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,College,46519,Single,Nova,3530.01,Standard,2016,11,2017,8
989081,Canada,Ontario,Toronto,M2Z 4K1,Male,College,103826,Single,Nova,3530.01,Standard,2013,3,2016,12
375890,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,152888,Married,Nova,3531.04,Standard,2015,9,2016,11
149318,Canada,Manitoba,Winnipeg,R2C 0M5,Female,College,80240,Single,Aurora,9103.7,2018 Promotion,2018,3,2016,11
875657,Canada,New Brunswick,Moncton,E1A 2A7,Male,High School or Below,128979,Married,Nova,3534.34,Standard,2014,8,2017,10
742359,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,86010,Single,Nova,3536.43,Standard,2018,6,2017,12
877595,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,101694,Single,Nova,3536.43,Standard,2015,12,2020,2
241990,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,119370,Single,Nova,3536.65,Standard,2012,5,2020,5
470738,Canada,Ontario,Toronto,M2M 6J7,Female,College,92176,Single,Nova,3538.06,Standard,2015,9,2018,4
511862,Canada,Alberta,Edmonton,T3G 6Y6,Female,College,58958,Single,Nova,3538.06,Standard,2017,1,2016,10
219714,Canada,Ontario,Trenton,K8V 4B2,Female,College,60247,Single,Nova,3539.97,Standard,2016,5,2016,11
411094,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,140880,Married,Nova,3540.21,Standard,2015,4,2020,8
545514,Canada,Alberta,Edmonton,T9G 1W3,Male,College,130048,Single,Nova,3540.9,Standard,2018,10,2016,7
824917,Canada,Ontario,Toronto,M2M 7K8,Male,College,51604,Single,Nova,3540.9,Standard,2014,5,2017,8
109660,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,73408,Married,Nova,3543.23,Standard,2016,2,2017,8
202358,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,115560,Married,Nova,3543.23,Standard,2014,11,2016,8
924132,Canada,Ontario,Sudbury,M5V 1G5,Female,Bachelor,150991,Single,Nova,3544.54,Standard,2016,4,2018,10
177518,Canada,Newfoundland,St. John's,A1C 6H9,Female,College,129569,Single,Nova,3545.41,Standard,2013,11,2016,1
304824,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,College,55115,Single,Nova,3546.4,Standard,2017,5,2016,10
677322,Canada,Ontario,Ottawa,K1G 4Z0,Female,College,48991,Married,Nova,3548.07,Standard,2016,7,2016,11
550303,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,141738,Married,Nova,3548.15,Standard,2013,4,2019,10
817066,Canada,Ontario,Toronto,P5S 6R4,Male,College,128140,Single,Nova,3548.4,Standard,2015,10,2020,6
237018,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,54654,Divorced,Nova,3549.02,Standard,2015,3,2017,7
719576,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,118386,Divorced,Nova,3549.02,Standard,2018,6,2019,8
893376,Canada,Ontario,Sudbury,M5V 1G5,Female,College,84113,Married,Nova,3549.75,Standard,2012,11,2017,10
579890,Canada,Quebec,Quebec City,G1B 3L5,Female,Doctor,83219,Single,Nova,3551.79,Standard,2012,10,2019,1
855922,Canada,Newfoundland,St. John's,A1C 6H9,Male,Doctor,51513,Single,Nova,3551.79,Standard,2013,3,2016,3
386790,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,71933,Married,Nova,3554.85,Standard,2014,10,2018,2
399917,Canada,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,115787,Married,Nova,3554.85,Standard,2012,10,2020,10
441670,Canada,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,137866,Married,Nova,3554.85,Standard,2013,1,2018,8
455651,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,129672,Married,Nova,3554.85,Standard,2013,11,2019,7
488549,Canada,Ontario,Toronto,M2M 6J7,Male,Bachelor,56216,Married,Nova,3554.85,Standard,2013,12,2018,8
626542,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,136527,Married,Nova,3554.85,Standard,2017,1,2016,2
683250,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,67169,Married,Nova,3554.85,Standard,2014,10,2019,10
854077,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,107751,Married,Nova,3554.85,Standard,2012,7,2020,8
854704,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,111508,Married,Nova,3554.85,Standard,2014,5,2017,2
310396,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,80686,Married,Nova,3557.2,Standard,2013,6,2020,10
319469,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Doctor,57043,Married,Nova,3557.37,Standard,2017,2,2020,9
957419,Canada,Quebec,Montreal,H2T 2J6,Female,Doctor,81384,Married,Nova,3557.37,Standard,2013,2,2016,9
201276,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,46874,Married,Nova,3560.63,Standard,2016,10,2019,2
949612,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,88557,Married,Nova,3560.63,Standard,2018,6,2020,2
765481,Canada,Quebec,Montreal,H2Y 4R4,Female,College,101837,Single,Nova,3561.04,Standard,2012,11,2016,8
325935,Canada,Ontario,Kingston,M9K 2P4,Male,College,78327,Single,Nova,3561.6,Standard,2012,7,2018,11
982969,Canada,Saskatchewan,Regina,S6J 3G0,Female,College,121595,Single,Nova,3561.6,Standard,2015,6,2017,6
293496,Canada,Ontario,Ottawa,K1F 2R2,Female,College,64235,Married,Nova,3567.5,Standard,2014,9,2016,12
501552,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,142633,Married,Nova,3567.5,Standard,2014,5,2019,5
515049,Canada,Quebec,Montreal,H3T 8L4,Female,College,68642,Married,Nova,3567.5,Standard,2016,2,2018,2
641384,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,140823,Married,Nova,3567.5,Standard,2015,8,2016,2
734801,Canada,Ontario,Toronto,P5S 6R4,Male,College,135920,Married,Nova,3567.5,Standard,2016,6,2017,11
833683,Canada,Ontario,Trenton,K8V 4B2,Male,College,105911,Married,Nova,3567.5,Standard,2012,7,2018,4
880849,Canada,Ontario,Toronto,M2Z 4K1,Female,College,123515,Married,Nova,3567.5,Standard,2013,9,2020,6
960708,Canada,Manitoba,Winnipeg,R3R 3T4,Male,College,60312,Married,Nova,3567.5,Standard,2016,7,2020,5
247607,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,College,104842,Single,Nova,3569.86,Standard,2016,5,2018,6
390350,Canada,Quebec,Montreal,H2T 2J6,Male,College,121697,Single,Nova,3569.86,Standard,2012,9,2019,7
924089,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,146705,Married,Nova,3570.76,Standard,2013,9,2020,5
410702,Canada,Ontario,Toronto,P1W 1K4,Female,College,51555,Married,Nova,3571.35,Standard,2015,4,2017,3
937484,Canada,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,109825,Single,Nova,3571.35,Standard,2017,11,2016,8
548335,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,81564,Divorced,Nova,3572.49,Standard,2012,8,2016,8
567805,Canada,Ontario,Sudbury,M5V 1G5,Female,College,112855,Single,Nova,3573.29,Standard,2018,10,2016,11
593386,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,73857,Married,Aurora,10507.5,2018 Promotion,2018,3,2018,11
921392,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,75595,Married,Nova,3574.99,Standard,2018,7,2019,11
197239,Canada,New Brunswick,Moncton,E1A 2A7,Female,Bachelor,131632,Married,Nova,3575.04,Standard,2015,10,2020,1
502848,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,144068,Married,Nova,3575.04,Standard,2013,6,2019,5
604510,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,150813,Married,Aurora,22118.81,2018 Promotion,2018,3,2020,9
208241,Canada,Manitoba,Winnipeg,R6Y 4T5,Male,Bachelor,70823,Married,Nova,3576.71,Standard,2018,10,2020,12
396997,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,146036,Married,Nova,3579.02,Standard,2012,10,2017,5
904802,Canada,Manitoba,Winnipeg,R3R 3T4,Male,Bachelor,113506,Married,Nova,3579.77,Standard,2016,9,2018,7
129030,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,126263,Married,Nova,3580.08,Standard,2016,11,2018,9
329039,Canada,Saskatchewan,Regina,S1J 3C5,Female,Bachelor,71386,Married,Nova,3580.26,Standard,2013,7,2018,2
521576,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,53727,Married,Nova,3580.26,Standard,2013,12,2020,3
683550,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,67650,Single,Nova,3585.88,Standard,2014,4,2017,5
111329,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,70035,Married,Nova,3585.94,Standard,2016,8,2017,9
454327,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,88499,Married,Nova,3585.94,Standard,2013,11,2016,5
747395,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Doctor,63224,Married,Nova,3587.36,Standard,2012,7,2020,2
965605,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,123618,Married,Nova,3588.88,Standard,2015,5,2019,1
989816,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,85263,Married,Nova,3588.88,Standard,2016,10,2018,8
131893,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,129136,Divorced,Nova,3589.37,Standard,2012,11,2019,3
900894,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,68544,Married,Nova,3589.71,Standard,2014,2,2017,7
277367,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,107924,Married,Nova,3590.69,Standard,2013,9,2018,7
114414,Canada,Ontario,Toronto,P1J 8T7,Male,College,50910,Married,Nova,3591.07,Standard,2012,11,2019,3
807152,Canada,Ontario,Toronto,M1R 4K3,Female,College,128044,Single,Nova,3595.31,Standard,2017,2,2018,12
140375,Canada,Quebec,Montreal,H4G 3T4,Female,Master,152770,Single,Nova,3600.93,Standard,2015,11,2020,12
